,Div,B365H,B365D,B365A,VCH,VCD,VCA
3361,E0,3.4,3.4,2.1,3.6,3.4,2.2
3362,E0,1.91,3.5,4.0,1.93,3.6,4.2
3363,E0,2.9,3.4,2.6,2.9,3.4,2.6
3364,E0,2.75,3.4,2.7,2.7,3.5,2.7
3365,E0,2.7,3.4,2.8,2.75,3.3,2.8
3366,E0,1.22,7.0,17.0,1.22,6.5,17.0
3367,E0,2.3,3.4,3.4,2.3,3.4,3.3
3368,E0,2.4,3.3,3.25,2.38,3.3,3.3
3369,E0,2.4,3.2,3.4,2.38,3.13,3.5
3370,E0,1.33,5.75,9.5,1.33,5.5,10.0
3371,E0,3.6,3.5,2.15,3.6,3.5,2.15
3372,E0,1.95,3.6,4.2,1.91,3.7,4.3
3373,E0,4.5,3.75,1.85,5.0,3.7,1.8
3374,E0,6.0,4.5,1.57,6.25,4.4,1.57
3375,E0,1.73,4.0,5.0,1.7,4.1,5.25
3376,E0,1.53,4.33,7.0,1.55,4.2,7.0
3377,E0,1.57,4.33,6.5,1.57,4.3,6.5
3378,E0,1.29,6.0,13.0,1.25,6.25,15.0
3379,E0,7.5,4.2,1.53,7.5,4.1,1.55
3380,E0,3.1,3.5,2.4,3.1,3.6,2.38
3381,E0,1.57,4.5,6.0,1.53,4.6,6.5
3382,E0,1.3,6.0,11.0,1.33,5.4,11.0
3383,E0,1.75,3.7,5.5,1.75,3.7,5.5
3384,E0,4.5,4.0,1.8,5.0,4.0,1.75
3385,E0,1.22,7.0,15.0,1.25,6.25,15.0
3386,E0,1.29,6.5,11.0,1.25,6.5,13.0
3387,E0,2.0,3.8,3.8,2.0,3.8,3.8
3388,E0,2.0,3.6,4.0,1.95,3.6,4.2
3389,E0,2.75,3.3,2.8,2.75,3.3,2.8
3390,E0,1.7,3.8,5.75,1.7,3.8,5.5
3391,E0,4.0,3.4,2.1,3.8,3.5,2.05
3392,E0,2.1,3.4,3.9,2.1,3.3,4.1
3393,E0,2.8,3.4,2.7,2.7,3.5,2.7
3394,E0,3.1,3.5,2.4,3.13,3.5,2.38
3395,E0,2.75,3.6,2.63,2.75,3.6,2.63
3396,E0,5.75,4.2,1.65,5.75,4.0,1.65
3397,E0,1.95,3.6,4.2,1.93,3.6,4.4
3398,E0,2.05,3.5,3.9,2.05,3.5,3.9
3399,E0,1.91,4.0,4.0,1.87,3.9,4.2
3400,E0,4.5,3.6,1.91,4.75,3.6,1.87
3401,E0,3.0,3.5,2.45,3.0,3.5,2.45
3402,E0,1.44,4.75,8.0,1.44,4.8,8.0
3403,E0,1.5,4.5,7.5,1.5,4.5,7.0
3404,E0,2.5,3.6,2.9,2.55,3.5,2.88
3405,E0,2.05,3.6,3.9,2.0,3.7,3.9
3406,E0,3.0,3.5,2.45,2.9,3.5,2.5
3407,E0,2.0,3.8,3.8,2.0,3.8,3.8
3408,E0,1.83,3.75,4.75,1.83,3.75,4.75
3409,E0,1.75,4.0,5.0,1.75,4.0,4.8
3410,E0,1.17,9.0,17.0,1.15,9.0,21.0
3411,E0,2.3,3.75,3.1,2.3,3.75,3.1
3412,E0,1.8,4.0,4.5,1.8,3.9,4.6
3413,E0,4.5,4.0,1.8,4.6,4.0,1.75
3414,E0,1.36,5.5,9.0,1.33,5.5,10.0
3415,E0,3.5,3.6,2.15,3.5,3.8,2.1
3416,E0,6.0,4.75,1.53,5.2,4.75,1.53
3417,E0,2.05,3.75,3.7,2.05,3.75,3.7
3418,E0,2.4,3.6,3.0,2.38,3.6,3.0
3419,E0,1.67,4.2,5.25,1.67,4.1,5.2
3420,E0,2.4,3.3,3.25,2.5,3.2,3.25
3421,E0,2.0,3.3,4.5,2.0,3.3,4.4
3422,E0,3.2,3.4,2.4,3.25,3.4,2.38
3423,E0,4.5,3.6,1.91,4.4,3.5,1.95
3424,E0,1.25,6.5,15.0,1.25,6.5,15.0
3425,E0,2.38,3.2,3.4,2.38,3.2,3.4
3426,E0,1.8,3.75,5.0,1.83,3.6,5.0
3427,E0,2.4,3.5,3.1,2.4,3.5,3.1
3428,E0,4.75,3.6,1.85,4.75,3.6,1.87
3429,E0,1.65,4.0,6.0,1.65,4.1,5.75
3430,E0,1.53,4.2,7.5,1.55,4.1,7.5
3431,E0,6.5,4.2,1.57,7.0,4.2,1.55
3432,E0,2.88,3.6,2.5,2.9,3.6,2.5
3433,E0,5.5,3.8,1.73,5.4,3.9,1.73
3434,E0,1.8,3.6,5.25,1.8,3.6,5.25
3435,E0,1.45,4.75,8.0,1.45,4.75,8.0
3436,E0,5.5,3.8,1.73,5.75,3.75,1.73
3437,E0,3.0,3.25,2.6,3.13,3.2,2.55
3438,E0,2.55,3.2,3.1,2.63,3.13,3.1
3439,E0,1.95,3.75,4.0,1.95,3.75,4.0
3440,E0,1.25,5.5,15.0,1.25,6.0,15.0
3441,E0,2.3,3.2,3.3,2.38,3.3,3.4
3442,E0,1.73,3.6,5.25,1.73,3.8,5.5
3443,E0,8.0,4.1,1.44,8.5,4.5,1.45
3444,E0,1.73,3.6,5.25,1.73,3.75,5.5
3445,E0,1.57,3.6,6.5,1.62,4.0,6.5
3446,E0,2.38,3.4,3.0,2.4,3.5,3.1
3447,E0,5.0,3.75,1.73,5.25,3.9,1.73
3448,E0,1.25,6.0,11.0,1.3,6.0,11.0
3449,E0,2.6,3.1,2.9,2.63,3.0,3.2
3450,E0,1.57,4.2,6.5,1.57,4.33,6.5
3451,E0,2.05,3.25,4.33,2.05,3.25,4.33
3452,E0,2.45,3.1,3.4,2.4,3.2,3.4
3453,E0,1.7,4.0,5.5,1.67,4.1,5.5
3454,E0,2.38,3.25,3.4,2.3,3.3,3.4
3455,E0,2.3,3.2,3.6,2.3,3.13,3.7
3456,E0,4.6,3.75,1.85,4.75,3.6,1.87
3457,E0,1.91,3.6,4.5,1.93,3.5,4.5
3458,E0,5.75,4.0,1.67,5.75,4.0,1.65
3459,E0,3.8,3.5,2.1,3.7,3.4,2.15
3460,E0,2.25,3.5,3.4,2.3,3.5,3.3
3461,E0,1.67,3.8,6.0,1.65,4.0,6.0
3462,E0,6.0,4.2,1.6,6.5,4.1,1.6
3463,E0,1.5,4.33,8.0,1.45,4.6,8.5
3464,E0,1.29,6.0,12.0,1.29,6.25,12.0
3465,E0,2.8,3.2,2.8,2.8,3.2,2.8
3466,E0,2.0,3.5,4.2,2.05,3.4,4.0
3467,E0,1.7,3.8,5.75,1.7,3.8,5.5
3468,E0,1.33,5.5,11.0,1.33,5.5,10.0
3469,E0,6.0,4.2,1.62,6.0,4.1,1.62
3470,E0,2.4,3.5,3.1,2.38,3.6,3.13
3471,E0,3.6,3.5,2.15,3.6,3.5,2.15
3472,E0,1.22,7.0,15.0,1.22,7.0,15.0
3473,E0,1.73,3.9,5.25,1.73,3.9,5.25
3474,E0,3.75,3.5,2.1,3.8,3.4,2.15
3475,E0,2.38,3.3,3.3,2.4,3.2,3.4
3476,E0,2.88,3.25,2.7,2.88,3.3,2.7
3477,E0,9.0,5.5,1.36,9.5,5.4,1.36
3478,E0,2.8,3.3,2.75,2.8,3.4,2.63
3479,E0,2.9,3.2,2.7,3.0,3.2,2.6
3480,E0,1.73,4.0,5.0,1.75,3.9,5.0
3481,E0,7.5,4.5,1.5,7.5,4.6,1.5
3482,E0,2.5,3.25,3.2,2.45,3.25,3.25
3483,E0,8.0,4.75,1.45,8.0,4.8,1.44
3484,E0,2.38,3.3,3.3,2.38,3.4,3.25
3485,E0,2.25,3.4,3.5,2.2,3.4,3.6
3486,E0,9.0,5.0,1.4,10.0,5.0,1.36
3487,E0,2.25,3.4,3.5,2.2,3.4,3.6
3488,E0,1.33,5.75,10.0,1.33,5.5,11.0
3489,E0,3.0,3.5,2.5,2.9,3.5,2.5
3490,E0,1.29,6.5,11.0,1.29,6.0,12.0
3491,E0,1.85,3.5,5.0,1.83,3.6,5.0
3492,E0,1.57,4.5,6.0,1.6,4.2,6.25
3493,E0,2.15,3.5,3.6,2.1,3.6,3.7
3494,E0,1.5,4.75,7.0,1.5,4.8,6.5
3495,E0,2.0,3.6,4.0,1.95,3.6,4.3
3496,E0,5.5,3.8,1.73,5.5,3.75,1.73
3497,E0,2.25,3.3,3.6,2.3,3.2,3.6
3498,E0,1.4,4.8,9.5,1.36,4.8,10.5
3499,E0,2.2,3.5,3.5,2.15,3.5,3.5
3500,E0,1.25,6.5,15.0,1.22,6.25,12.0
3501,E0,4.2,3.6,1.95,4.1,3.7,1.95
3502,E0,6.0,3.8,1.67,6.25,3.8,1.67
3503,E0,3.1,3.3,2.5,3.1,3.3,2.5
3504,E0,2.05,3.5,3.9,2.05,3.5,4.0
3505,E0,1.29,6.0,13.0,1.29,6.0,12.0
3506,E0,2.38,3.3,3.3,2.3,3.4,3.4
3507,E0,1.67,4.0,5.75,1.7,4.0,5.4
3508,E0,2.15,3.4,3.8,2.2,3.4,3.6
3509,E0,1.5,4.5,7.5,1.5,4.6,7.0
3510,E0,5.25,4.0,1.7,5.0,3.9,1.75
3511,E0,1.2,7.0,19.0,1.2,7.0,17.0
3512,E0,2.5,3.2,3.2,2.5,3.2,3.2
3513,E0,9.0,5.0,1.4,8.5,5.2,1.4
3514,E0,1.62,4.2,6.0,1.67,4.0,5.75
3515,E0,1.75,3.75,5.25,1.75,3.7,5.5
3516,E0,8.0,4.75,1.44,8.0,4.6,1.45
3517,E0,1.8,3.8,4.75,1.8,4.0,4.6
3518,E0,3.2,3.4,2.4,3.1,3.3,2.45
3519,E0,2.05,3.6,3.8,2.05,3.6,3.8
3520,E0,1.65,4.2,5.5,1.65,4.0,5.75
3521,E0,3.3,3.3,2.38,3.5,3.3,2.3
3522,E0,1.53,4.33,7.0,1.57,4.33,6.5
3523,E0,1.22,7.0,15.0,1.22,7.0,15.0
3524,E0,2.0,3.6,4.0,2.05,3.6,3.9
3525,E0,1.95,3.6,4.2,1.95,3.5,4.2
3526,E0,5.75,3.8,1.7,5.75,3.75,1.7
3527,E0,1.8,3.6,5.25,1.8,3.6,5.2
3528,E0,1.29,6.0,12.0,1.29,6.25,13.0
3529,E0,5.0,4.0,1.73,5.0,4.0,1.73
3530,E0,6.5,4.5,1.53,6.25,4.5,1.55
3531,E0,1.6,4.33,6.0,1.6,4.3,6.0
3532,E0,2.6,3.4,2.9,2.6,3.4,2.9
3533,E0,3.4,3.6,2.2,3.4,3.4,2.3
3534,E0,2.3,3.4,3.4,2.3,3.4,3.4
3535,E0,2.15,3.4,3.8,2.15,3.3,3.8
3536,E0,1.5,4.5,7.5,1.5,4.6,7.0
3537,E0,2.8,3.3,2.75,2.88,3.3,2.7
3538,E0,7.0,4.0,1.57,6.5,4.2,1.57
3539,E0,1.95,3.4,4.5,1.95,3.3,4.6
3540,E0,9.0,6.0,1.33,10.5,5.5,1.33
3541,E0,1.75,3.8,5.25,1.75,3.9,5.0
3542,E0,3.1,3.2,2.6,3.2,3.2,2.5
3543,E0,1.91,3.6,4.5,1.91,3.5,4.6
3544,E0,1.17,8.5,19.0,1.18,8.0,18.0
3545,E0,2.63,3.4,2.88,2.7,3.4,2.8
3546,E0,1.4,5.0,9.0,1.44,5.0,8.0
3547,E0,1.45,4.75,8.0,1.45,4.6,7.5
3548,E0,2.2,3.4,3.6,2.2,3.3,3.7
3549,E0,2.4,3.3,3.3,2.45,3.3,3.2
3550,E0,3.5,3.3,2.3,3.5,3.4,2.25
3551,E0,2.15,3.6,3.6,2.1,3.5,3.6
3552,E0,1.62,4.0,6.5,1.62,4.0,6.5
3553,E0,3.4,3.4,2.3,3.4,3.4,2.3
3554,E0,1.36,5.5,9.0,1.33,5.5,10.0
3555,E0,2.2,3.3,3.75,2.2,3.3,3.8
3556,E0,4.75,4.2,1.75,5.0,4.0,1.75
3557,E0,5.0,4.0,1.75,4.6,4.0,1.8
3558,E0,3.6,3.5,2.15,3.7,3.4,2.15
3559,E0,1.83,3.5,5.25,1.8,3.5,5.4
3560,E0,1.35,5.5,9.5,1.33,5.5,9.5
3561,E0,3.5,3.5,2.2,3.4,3.4,2.3
3562,E0,3.5,3.3,2.3,3.4,3.4,2.3
3563,E0,5.25,4.0,1.7,5.25,4.0,1.7
3564,E0,2.15,3.5,3.6,2.2,3.5,3.5
3565,E0,3.1,3.4,2.45,3.1,3.3,2.5
3566,E0,1.25,6.25,15.0,1.29,6.0,13.0
3567,E0,1.3,6.0,11.0,1.3,6.0,10.5
3568,E0,2.2,3.4,3.6,2.2,3.4,3.6
3569,E0,1.7,3.7,6.0,1.7,3.6,6.25
3570,E0,2.4,3.4,3.2,2.4,3.5,3.1
3571,E0,4.2,3.75,1.91,4.2,3.8,1.91
3572,E0,5.25,4.0,1.7,5.4,4.0,1.7
3573,E0,1.29,6.5,11.0,1.25,6.5,13.0
3574,E0,6.0,4.33,1.6,6.25,4.3,1.57
3575,E0,3.1,3.3,2.5,3.25,3.25,2.45
3576,E0,10.0,5.75,1.33,10.5,5.5,1.33
3577,E0,1.22,7.0,15.0,1.25,6.25,15.0
3578,E0,2.05,3.5,4.0,2.05,3.5,3.9
3579,E0,1.67,4.0,5.75,1.65,4.1,5.75
3580,E0,6.5,4.2,1.57,5.75,4.3,1.62
3581,E0,2.1,3.4,4.0,2.05,3.4,4.1
3582,E0,2.6,3.4,2.9,2.6,3.3,2.9
3583,E0,2.63,3.3,2.9,2.6,3.3,3.0
3584,E0,5.75,3.8,1.7,5.75,3.6,1.75
3585,E0,1.62,4.1,6.0,1.65,4.1,5.75
3586,E0,3.0,3.3,2.6,2.9,3.3,2.63
3587,E0,2.15,3.6,3.5,2.1,3.6,3.5
3588,E0,1.22,7.0,15.0,1.22,7.0,15.0
3589,E0,4.2,3.6,1.95,4.2,3.75,1.9
3590,E0,1.33,5.5,8.5,1.33,5.4,10.5
3591,E0,2.9,3.1,2.6,3.0,3.1,2.7
3592,E0,1.36,5.0,8.5,1.36,5.0,9.0
3593,E0,10.0,5.5,1.3,10.5,5.75,1.3
3594,E0,2.5,3.3,2.9,2.5,3.4,3.0
3595,E0,1.22,6.5,13.0,1.22,6.5,15.0
3596,E0,2.63,3.2,2.8,2.63,3.4,2.8
3597,E0,2.5,3.3,2.9,2.5,3.3,3.1
3598,E0,1.3,5.5,10.0,1.3,5.75,11.5
3599,E0,2.8,3.25,2.6,2.9,3.25,2.63
3600,E0,4.33,3.5,1.95,4.2,3.5,1.95
3601,E0,2.4,3.25,3.3,2.4,3.3,3.3
3602,E0,1.25,6.5,14.0,1.29,6.0,13.0
3603,E0,2.1,3.6,3.7,2.05,3.6,3.9
3604,E0,2.35,3.6,3.1,2.38,3.6,3.1
3605,E0,1.25,6.0,16.0,1.25,6.0,15.0
3606,E0,1.75,3.7,5.5,1.75,3.6,5.5
3607,E0,2.9,3.4,2.6,2.88,3.5,2.55
3608,E0,1.29,5.5,9.5,1.33,5.5,10.5
3609,E0,5.5,3.75,1.62,5.75,3.8,1.7
3610,E0,2.2,3.4,3.6,2.25,3.3,3.6
3611,E0,1.17,8.5,19.0,1.15,8.0,17.0
3612,E0,2.75,3.2,2.88,2.8,3.13,2.9
3613,E0,11.0,5.5,1.33,8.5,5.5,1.36
3614,E0,1.75,3.7,5.5,1.75,3.6,5.5
3615,E0,6.0,4.0,1.65,6.0,4.1,1.62
3616,E0,4.33,3.4,1.85,4.6,3.8,1.83
3617,E0,1.75,3.5,4.75,1.8,3.7,5.0
3618,E0,1.8,3.5,4.5,1.85,3.5,4.75
3619,E0,2.63,3.25,2.63,2.8,3.4,2.63
3620,E0,3.6,3.4,2.2,3.5,3.3,2.2
3621,E0,3.3,3.5,2.3,3.3,3.5,2.3
3622,E0,6.0,4.1,1.62,5.75,4.0,1.65
3623,E0,3.1,3.3,2.5,3.1,3.4,2.45
3624,E0,7.0,4.75,1.5,6.5,4.8,1.5
3625,E0,1.33,5.5,11.0,1.33,5.2,12.0
3626,E0,2.5,3.2,3.2,2.5,3.1,3.3
3627,E0,2.38,3.4,3.2,2.4,3.4,3.2
3628,E0,4.5,4.0,1.8,4.6,3.9,1.8
3629,E0,2.15,3.4,3.75,2.05,3.3,3.5
3630,E0,1.83,3.75,4.75,1.85,3.75,4.6
3631,E0,3.25,3.4,2.38,3.2,3.4,2.4
3632,E0,1.22,7.0,15.0,1.22,7.0,15.0
3633,E0,2.15,3.5,3.6,2.15,3.5,3.7
3634,E0,2.5,3.2,3.25,2.45,3.2,3.3
3635,E0,6.0,4.2,1.6,6.0,4.1,1.62
3636,E0,1.7,3.8,5.75,1.7,3.9,5.4
3637,E0,1.2,7.5,17.0,1.2,7.0,18.0
3638,E0,1.18,8.0,19.0,1.18,8.0,17.0
3639,E0,1.83,3.5,5.25,1.83,3.5,5.2
3640,E0,1.22,7.0,15.0,1.22,7.0,15.0
3641,E0,2.05,3.5,3.9,2.1,3.5,3.8
3642,E0,2.9,3.25,2.7,2.88,3.25,2.7
3643,E0,2.65,3.25,2.9,2.63,3.3,2.88
3644,E0,2.7,3.1,3.0,2.7,3.0,3.1
3645,E0,9.5,5.25,1.36,9.5,5.4,1.36
3646,E0,3.4,3.4,2.3,3.3,3.4,2.3
3647,E0,1.2,7.5,17.0,1.18,7.5,20.0
3648,E0,2.88,3.4,2.63,2.88,3.4,2.63
3649,E0,6.0,4.5,1.57,6.0,4.6,1.55
3650,E0,1.95,3.6,4.2,1.95,3.6,4.3
3651,E0,1.7,3.9,5.5,1.7,3.8,5.75
3652,E0,1.7,4.0,5.25,1.7,4.0,5.4
3653,E0,8.0,4.75,1.45,8.0,4.75,1.45
3654,E0,1.85,3.75,4.5,1.87,3.6,4.75
3655,E0,1.29,6.0,13.0,1.29,6.0,13.0
3656,E0,2.15,3.3,3.9,2.15,3.25,4.0
3657,E0,2.3,3.25,3.5,2.3,3.3,3.5
3658,E0,5.75,4.0,1.65,5.4,3.9,1.7
3659,E0,1.22,7.0,15.0,1.22,7.5,13.0
3660,E0,1.29,6.0,13.0,1.29,6.0,12.0
3661,E0,2.3,3.4,3.4,2.25,3.4,3.5
3662,E0,1.25,6.5,14.0,1.25,6.5,15.0
3663,E0,3.9,3.3,2.15,3.75,3.3,2.2
3664,E0,2.15,3.3,3.9,2.1,3.4,3.9
3665,E0,3.9,3.4,2.1,3.8,3.5,2.1
3666,E0,2.25,3.3,3.6,2.25,3.4,3.5
3667,E0,9.0,5.0,1.4,9.0,4.75,1.4
3668,E0,2.4,3.3,3.25,2.38,3.3,3.25
3669,E0,7.5,5.0,1.44,7.5,4.8,1.44
3670,E0,1.25,6.5,15.0,1.25,6.5,13.0
3671,E0,2.1,3.2,4.2,2.1,3.2,4.0
3672,E0,1.4,5.25,8.5,1.4,5.25,8.5
3673,E0,2.15,3.3,3.9,2.15,3.3,3.9
3674,E0,2.63,3.3,2.9,2.63,3.3,2.9
3675,E0,2.1,3.4,4.0,2.05,3.5,4.0
3676,E0,1.44,5.0,7.5,1.44,4.8,8.0
3677,E0,5.5,4.2,1.65,6.0,4.2,1.6
3678,E0,1.85,3.6,4.75,1.83,3.6,5.0
3679,E0,2.15,3.6,3.6,2.15,3.6,3.6
3680,E0,1.25,6.5,15.0,1.25,6.0,13.0
3681,E0,1.95,3.4,4.5,1.93,3.4,4.75
3682,E0,2.0,3.5,4.2,2.05,3.4,4.1
3683,E0,3.6,3.4,2.2,3.7,3.3,2.2
3684,E0,2.2,3.3,3.8,2.2,3.2,3.75
3685,E0,11.0,6.5,1.29,10.5,6.0,1.3
3686,E0,1.67,4.2,5.25,1.65,4.1,5.75
3687,E0,6.0,4.1,1.62,6.0,4.1,1.62
3688,E0,1.25,6.5,15.0,1.22,6.25,13.0
3689,E0,2.6,3.5,2.8,2.63,3.5,2.8
3690,E0,1.67,3.8,6.0,1.7,3.75,6.0
3691,E0,2.55,3.3,3.0,2.5,3.3,3.1
3692,E0,1.25,6.5,14.0,1.22,6.5,15.0
3693,E0,2.15,3.5,3.6,2.2,3.5,3.5
3694,E0,1.91,3.5,4.75,1.95,3.5,4.5
3695,E0,1.53,4.33,7.0,1.5,4.33,7.5
3696,E0,6.5,4.0,1.62,6.5,4.0,1.62
3697,E0,2.55,3.3,3.0,2.55,3.3,3.0
3698,E0,5.25,4.0,1.73,5.25,4.0,1.7
3699,E0,2.3,3.5,3.3,2.38,3.5,3.2
3700,E0,2.0,3.75,3.8,1.95,3.75,3.9
3701,E0,6.0,3.7,1.7,5.75,3.7,1.73
3702,E0,1.73,3.8,5.5,1.7,3.9,5.5
3703,E0,5.75,3.8,1.7,5.75,3.9,1.67
3704,E0,1.3,5.75,12.0,1.29,5.75,13.0
3705,E0,2.45,3.4,3.1,2.45,3.5,3.0
3706,E0,2.05,3.5,4.0,2.05,3.5,3.9
3707,E0,1.73,3.9,5.25,1.7,4.0,5.25
3708,E0,1.36,5.0,11.0,1.36,5.0,11.0
3709,E0,1.65,4.0,6.0,1.62,4.0,5.75
3710,E0,1.85,3.6,4.75,1.85,3.6,4.8
3711,E0,3.1,3.75,2.3,3.13,3.75,2.25
3712,E0,2.0,3.4,4.33,1.93,3.5,4.5
3713,E0,2.5,3.1,3.3,2.5,3.1,3.3
3714,E0,1.45,4.5,8.5,1.45,4.5,8.5
3715,E0,1.57,4.2,6.5,1.57,4.2,6.5
3716,E0,2.5,3.2,3.2,2.5,3.2,3.2
3717,E0,1.4,5.25,8.0,1.36,5.25,8.0
3718,E0,2.4,3.5,3.1,2.38,3.5,3.13
3719,E0,2.05,3.3,4.2,2.1,3.3,4.1
3720,E0,1.36,5.25,9.5,1.36,5.25,9.0
3721,E0,1.83,3.7,4.75,1.85,3.6,4.8
3722,E0,5.0,4.0,1.73,5.4,4.0,1.7
3723,E0,6.5,4.0,1.6,6.5,4.2,1.57
3724,E0,1.2,7.5,17.0,1.2,7.5,17.0
3725,E0,2.45,3.1,3.4,2.45,3.13,3.4
3726,E0,4.0,3.75,1.95,4.1,3.7,1.95
3727,E0,1.25,6.5,15.0,1.22,6.5,18.0
3728,E0,3.0,3.3,2.55,2.9,3.25,2.63
3729,E0,2.1,3.6,3.7,2.1,3.6,3.7
3730,E0,1.75,3.9,5.0,1.73,3.8,5.25
3731,E0,10.0,5.25,1.36,8.5,5.25,1.3
3732,E0,4.5,3.9,1.83,4.4,3.9,1.83
3733,E0,1.73,3.6,4.75,1.75,3.8,5.2
3734,E0,1.4,4.5,8.0,1.45,4.6,8.5
3735,E0,4.33,4.0,1.73,4.5,4.0,1.8
3736,E0,1.95,3.3,4.0,2.0,3.4,4.33
3737,E0,3.3,3.25,2.2,3.3,3.5,2.3
3738,E0,1.25,6.0,10.0,1.25,6.5,11.5
3739,E0,2.4,3.3,2.9,2.5,3.3,3.1
3740,E0,2.55,3.2,2.8,2.6,3.2,3.0
3741,E0,4.0,3.8,1.8,4.5,3.7,1.87
3742,E0,7.0,4.0,1.5,6.5,4.33,1.55
3743,E0,1.85,3.75,4.5,1.87,3.75,4.5
3744,E0,1.91,3.7,4.33,1.91,3.6,4.5
3745,E0,2.2,3.4,3.6,2.2,3.4,3.6
3746,E0,3.3,3.6,2.25,3.25,3.6,2.3
3747,E0,5.75,4.0,1.67,6.25,3.75,1.65
3748,E0,1.5,4.75,7.0,1.45,4.75,7.5
3749,E0,1.45,4.6,8.5,1.45,4.6,8.0
3750,E0,1.6,4.5,5.75,1.6,4.5,5.5
3751,E0,5.5,4.2,1.65,5.5,4.2,1.65
3752,E0,2.3,3.4,3.4,2.3,3.4,3.4
3753,E0,1.91,3.75,4.2,1.93,3.6,4.3
3754,E0,1.75,3.5,4.75,1.8,3.6,5.0
3755,E0,1.6,3.75,5.75,1.67,4.0,5.75
3756,E0,2.0,3.5,3.6,2.1,3.5,3.8
3757,E0,3.0,3.4,2.3,3.0,3.6,2.45
3758,E0,2.4,3.5,2.75,2.6,3.4,2.9
3759,E0,3.5,3.6,2.0,3.9,3.7,2.0
3760,E0,1.36,4.75,8.0,1.36,5.0,10.0
3761,E0,13.0,5.25,1.25,13.0,5.75,1.29
3762,E0,1.85,3.75,4.0,1.91,3.9,4.0
3763,E0,5.75,4.5,1.5,6.25,4.4,1.55
3764,E0,8.5,5.25,1.4,9.0,5.25,1.36
3765,E0,2.25,3.6,3.3,2.25,3.6,3.3
3766,E0,2.25,3.3,3.6,2.3,3.2,3.6
3767,E0,1.44,4.75,8.0,1.45,4.75,8.0
3768,E0,1.57,4.2,6.5,1.57,4.2,6.5
3769,E0,1.29,6.5,11.0,1.29,6.5,11.5
3770,E0,2.8,3.5,2.63,2.8,3.5,2.63
3771,E0,1.91,3.7,4.33,1.91,3.7,4.3
3772,E0,1.62,4.2,6.0,1.6,4.33,6.0
3773,E0,1.17,9.0,19.0,1.15,8.5,22.0
3774,E0,3.6,3.8,2.05,3.6,3.8,2.05
3775,E0,1.5,4.5,7.5,1.45,4.8,7.5
3776,E0,10.0,5.25,1.36,10.0,5.0,1.36
3777,E0,1.91,3.75,4.2,1.93,3.75,4.2
3778,E0,1.25,7.0,12.0,1.22,7.0,12.0
3779,E0,4.0,3.6,2.0,4.0,3.5,2.05
3780,E0,4.75,4.1,1.75,4.6,4.1,1.75
3781,E0,4.2,3.8,1.91,4.0,3.8,1.95
3782,E0,2.1,3.6,3.75,2.05,3.6,3.8
3783,E0,1.73,3.9,5.25,1.73,3.75,5.4
3784,E0,5.25,4.0,1.7,5.5,4.0,1.67
3785,E0,1.25,6.75,13.0,1.22,6.5,13.0
3786,E0,1.09,13.0,29.0,1.11,11.5,26.0
3787,E0,1.14,9.0,23.0,1.13,9.5,22.0
3788,E0,2.75,3.3,2.8,2.75,3.3,2.8
3789,E0,4.5,3.8,1.85,4.33,3.8,1.87
3790,E0,1.45,5.0,7.5,1.36,5.2,8.0
3791,E0,2.45,3.5,3.0,2.38,3.5,3.13
3792,E0,1.14,9.0,23.0,1.13,9.0,26.0
3793,E0,7.0,4.75,1.5,6.5,4.6,1.53
3794,E0,2.0,3.6,4.0,1.93,3.75,4.1
3795,E0,1.14,9.0,23.0,1.11,9.0,31.0
3796,E0,2.5,3.3,3.1,2.5,3.4,3.0
3797,E0,1.8,3.8,4.75,1.8,3.8,4.5
3798,E0,2.1,3.5,3.75,2.05,3.6,3.75
3799,E0,11.0,6.0,1.3,13.0,6.0,1.25
3800,E0,1.57,3.9,7.5,1.57,4.0,7.0
3801,E0,1.9,3.6,4.5,1.87,3.6,4.75
3802,E0,2.5,3.4,3.0,2.5,3.4,3.0
3803,E0,6.5,4.0,1.61,6.5,4.0,1.62
3804,E0,3.9,3.5,2.04,3.9,3.4,2.1
3805,E0,2.37,3.2,3.4,2.4,3.2,3.4
3806,E0,2.37,3.3,3.3,2.38,3.3,3.3
3807,E0,4.0,3.8,1.95,3.9,4.0,1.91
3808,E0,1.25,6.5,14.0,1.25,6.5,13.0
3809,E0,1.85,3.5,5.0,1.85,3.4,5.2
3810,E0,3.25,3.1,2.54,3.25,3.1,2.55
3811,E0,1.8,4.0,4.5,1.8,4.0,4.5
3812,E0,1.9,3.5,4.75,1.91,3.5,4.6
3813,E0,2.04,3.5,3.9,2.05,3.5,4.0
3814,E0,1.28,6.0,12.0,1.29,6.0,12.0
3815,E0,2.1,3.6,3.7,2.1,3.6,3.7
3816,E0,5.5,3.6,1.75,5.5,3.6,1.75
3817,E0,2.45,3.1,3.4,2.4,3.1,3.5
3818,E0,1.1,13.0,26.0,1.06,13.0,34.0
3819,E0,7.0,5.0,1.44,7.0,5.0,1.45
3820,E0,1.36,5.5,9.0,1.36,5.5,9.0
3821,E0,2.62,3.6,2.75,2.6,3.6,2.75
3822,E0,2.37,3.0,3.7,2.38,3.1,3.6
3823,E0,1.16,8.5,19.0,1.15,8.5,23.0
3824,E0,2.45,3.2,3.25,2.45,3.25,3.25
3825,E0,11.0,6.5,1.28,13.0,6.25,1.29
