,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,VCH,VCD,VCA
1544,E0,2011-08-27,Wigan,QPR,2,0,H,1,0,H,M Oliver,13,19,10,9,13,8,8,7,2,0,0,0,2.25,3.3,3.25,2.38,3.3,3.3
1545,E0,2011-08-28,Man United,Arsenal,8,2,H,3,1,H,H Webb,25,19,15,13,9,7,3,5,2,3,0,1,1.5,4.33,6.5,1.5,4.4,7.5
1546,E0,2011-08-28,Newcastle,Fulham,2,1,H,0,0,D,K Friend,13,16,9,9,19,8,6,6,2,1,0,0,2.1,3.25,3.75,2.15,3.3,3.75
1547,E0,2011-08-28,Tottenham,Man City,1,5,A,0,2,A,P Dowd,15,22,10,12,11,9,10,5,2,4,0,0,2.88,3.3,2.5,3.0,3.4,2.5
1548,E0,2011-08-28,West Brom,Stoke,0,1,A,0,0,D,M Dean,16,7,7,1,9,12,5,1,0,0,0,0,2.1,3.25,3.75,2.1,3.3,3.8
1549,E0,2011-09-10,Arsenal,Swansea,1,0,H,1,0,H,S Attwell,18,10,8,5,10,7,4,5,3,2,0,0,1.36,4.75,9.0,1.36,5.0,10.0
1550,E0,2011-09-10,Bolton,Man United,0,5,A,0,3,A,A Marriner,20,13,13,9,14,1,5,7,2,0,0,0,9.0,4.5,1.4,9.0,4.75,1.4
1551,E0,2011-09-10,Everton,Aston Villa,2,2,D,1,0,H,M Oliver,17,7,10,3,13,11,8,0,1,1,0,0,2.0,3.4,3.8,2.1,3.25,4.0
1552,E0,2011-09-10,Man City,Wigan,3,0,H,1,0,H,M Atkinson,23,9,10,5,6,9,8,3,0,0,0,0,1.17,7.0,17.0,1.18,7.5,19.0
1553,E0,2011-09-10,Stoke,Liverpool,1,0,H,1,0,H,M Clattenburg,3,20,1,11,12,13,2,12,0,1,0,0,3.25,3.3,2.25,3.5,3.3,2.25
1554,E0,2011-09-10,Sunderland,Chelsea,1,2,A,0,1,A,L Probert,14,16,7,8,7,3,4,7,1,1,0,0,5.0,3.75,1.7,5.4,3.75,1.73
1555,E0,2011-09-10,Wolves,Tottenham,0,2,A,0,0,D,P Walton,10,17,6,11,5,12,4,10,3,2,0,0,3.0,3.25,2.4,3.12,3.25,2.4
1556,E0,2011-09-11,Fulham,Blackburn,1,1,D,1,1,D,H Webb,13,10,8,5,7,12,11,2,3,1,0,0,1.67,3.6,5.5,1.7,3.75,6.0
1557,E0,2011-09-11,Norwich,West Brom,0,1,A,0,1,A,M Halsey,17,14,5,9,10,11,1,3,1,2,0,0,2.5,3.25,2.88,2.6,3.4,2.88
1558,E0,2011-09-12,QPR,Newcastle,0,0,D,0,0,D,P Dowd,14,8,5,3,10,15,6,4,1,3,0,0,2.4,3.25,3.0,2.5,3.25,3.12
1559,E0,2011-09-17,Aston Villa,Newcastle,1,1,D,1,0,H,N Swarbrick,10,21,2,13,13,10,4,9,1,1,0,0,1.91,3.4,4.2,1.95,3.5,4.33
1560,E0,2011-09-17,Blackburn,Arsenal,4,3,H,1,2,A,A Marriner,10,24,5,16,14,9,2,13,2,1,0,0,4.2,3.4,1.91,4.6,3.5,1.8
1561,E0,2011-09-17,Bolton,Norwich,1,2,A,0,2,A,H Webb,7,11,7,5,8,8,6,9,3,1,1,0,1.8,3.6,4.6,1.8,3.6,5.0
1562,E0,2011-09-17,Everton,Wigan,3,1,H,1,1,D,P Walton,17,9,10,4,14,8,4,9,2,1,0,0,1.5,4.0,7.0,1.53,4.0,8.0
1563,E0,2011-09-17,Swansea,West Brom,3,0,H,2,0,H,M Atkinson,7,13,5,8,4,9,2,8,1,2,0,0,2.63,3.2,2.75,2.75,3.3,2.75
1564,E0,2011-09-17,Wolves,QPR,0,3,A,0,2,A,A Taylor,13,17,6,12,15,13,4,8,2,3,0,0,1.91,3.4,4.2,1.95,3.5,4.33
1565,E0,2011-09-18,Fulham,Man City,2,2,D,0,1,A,M Clattenburg,14,18,11,11,10,9,6,9,1,1,0,0,6.5,3.8,1.57,6.5,4.0,1.57
1566,E0,2011-09-18,Man United,Chelsea,3,1,H,3,0,H,P Dowd,12,20,7,9,11,12,4,10,2,3,0,0,1.83,3.5,4.5,1.85,3.6,4.6
1567,E0,2011-09-18,Sunderland,Stoke,4,0,H,3,0,H,K Friend,8,9,7,5,15,12,6,5,1,2,0,0,2.4,3.2,3.1,2.38,3.25,3.3
1568,E0,2011-09-18,Tottenham,Liverpool,4,0,H,1,0,H,M Jones,24,5,16,2,10,9,4,1,1,4,0,2,2.63,3.4,2.63,2.62,3.4,2.75
1569,E0,2011-09-24,Arsenal,Bolton,3,0,H,0,0,D,M Clattenburg,23,3,14,3,7,9,9,2,0,1,0,1,1.44,4.5,7.0,1.44,4.6,8.5
1570,E0,2011-09-24,Chelsea,Swansea,4,1,H,2,0,H,M Dean,15,5,7,4,15,11,1,6,3,3,1,0,1.2,6.5,15.0,1.2,7.0,19.0
1571,E0,2011-09-24,Liverpool,Wolves,2,1,H,2,0,H,K Friend,14,11,6,6,15,6,7,2,3,4,0,0,1.36,4.5,10.0,1.4,4.75,10.0
1572,E0,2011-09-24,Man City,Everton,2,0,H,0,0,D,H Webb,18,7,8,3,9,13,7,5,1,5,0,0,1.44,4.33,7.5,1.44,4.5,8.5
1573,E0,2011-09-24,Newcastle,Blackburn,3,1,H,2,1,H,M Atkinson,19,4,8,1,6,16,4,2,0,4,0,1,1.83,3.5,4.5,1.85,3.5,4.75
1574,E0,2011-09-24,Stoke,Man United,1,1,D,0,1,A,P Walton,14,13,8,9,10,3,8,8,1,0,0,0,6.5,4.0,1.53,7.0,4.0,1.53
1575,E0,2011-09-24,West Brom,Fulham,0,0,D,0,0,D,S Attwell,8,18,5,9,6,14,1,1,0,3,0,0,2.3,3.25,3.25,2.3,3.3,3.3
1576,E0,2011-09-24,Wigan,Tottenham,1,2,A,0,2,A,J Moss,5,14,4,7,13,6,1,9,3,1,1,0,4.0,3.5,1.91,4.33,3.4,1.95
1577,E0,2011-09-25,QPR,Aston Villa,1,1,D,0,0,D,M Oliver,17,8,9,4,14,19,11,8,1,6,1,0,2.3,3.25,3.2,2.38,3.3,3.3
1578,E0,2011-09-26,Norwich,Sunderland,2,1,H,1,0,H,C Foy,11,12,8,6,3,7,7,4,2,1,0,0,2.5,3.4,2.8,2.6,3.3,2.88
1579,E0,2011-10-01,Aston Villa,Wigan,2,0,H,1,0,H,M Clattenburg,16,14,10,9,12,6,5,10,0,1,0,0,1.62,3.75,6.0,1.67,3.8,6.0
1580,E0,2011-10-01,Blackburn,Man City,0,4,A,0,0,D,P Dowd,5,19,4,12,9,14,4,5,1,1,0,0,6.5,3.75,1.57,6.5,4.0,1.57
1581,E0,2011-10-01,Everton,Liverpool,0,2,A,0,0,D,M Atkinson,12,15,4,9,15,9,5,9,1,1,1,0,3.1,3.2,2.4,3.1,3.25,2.5
1582,E0,2011-10-01,Man United,Norwich,2,0,H,0,0,D,S Attwell,17,13,9,6,9,6,10,3,1,0,0,0,1.17,7.0,17.0,1.17,8.0,19.0
1583,E0,2011-10-01,Sunderland,West Brom,2,2,D,2,2,D,L Mason,12,7,7,3,9,13,7,4,2,0,0,0,2.25,3.4,3.2,2.3,3.4,3.4
1584,E0,2011-10-01,Wolves,Newcastle,1,2,A,0,2,A,M Halsey,25,10,12,6,7,10,10,5,1,2,0,0,2.5,3.25,2.88,2.5,3.3,3.1
1585,E0,2011-10-02,Bolton,Chelsea,1,5,A,0,4,A,P Walton,14,21,10,14,10,11,4,5,1,2,0,0,6.5,4.0,1.53,7.0,4.4,1.53
1586,E0,2011-10-02,Fulham,QPR,6,0,H,3,0,H,A Marriner,19,17,13,10,10,7,4,4,2,3,0,0,2.0,3.3,4.0,2.0,3.5,4.0
1587,E0,2011-10-02,Swansea,Stoke,2,0,H,1,0,H,M Jones,9,11,5,6,14,18,6,5,3,5,0,0,2.63,3.25,2.75,2.62,3.25,2.88
1588,E0,2011-10-02,Tottenham,Arsenal,2,1,H,1,0,H,M Dean,16,13,8,7,11,8,9,7,2,1,0,0,2.1,3.4,3.5,2.15,3.5,3.5
1589,E0,2011-10-15,Chelsea,Everton,3,1,H,2,0,H,M Jones,7,9,5,5,13,11,2,2,2,2,0,0,1.36,4.5,10.0,1.36,5.0,10.0
1590,E0,2011-10-15,Liverpool,Man United,1,1,D,0,0,D,A Marriner,14,10,8,3,8,11,8,3,1,3,0,0,3.0,3.3,2.4,3.0,3.3,2.5
1591,E0,2011-10-15,Man City,Aston Villa,4,1,H,1,0,H,A Taylor,15,8,10,6,10,6,5,1,1,1,0,0,1.33,5.0,10.0,1.36,5.0,10.0
1592,E0,2011-10-15,Norwich,Swansea,3,1,H,2,1,H,J Moss,15,12,8,4,6,5,4,4,0,1,0,0,2.2,3.3,3.4,2.2,3.4,3.5
1593,E0,2011-10-15,QPR,Blackburn,1,1,D,1,1,D,M Clattenburg,12,10,6,9,10,13,5,7,3,2,0,0,1.83,3.5,4.5,1.85,3.5,4.6
1594,E0,2011-10-15,Stoke,Fulham,2,0,H,0,0,D,M Atkinson,14,4,6,1,14,15,5,2,4,4,0,0,2.2,3.2,3.5,2.2,3.25,3.75
1595,E0,2011-10-15,Wigan,Bolton,1,3,A,1,2,A,M Dean,13,14,9,11,16,14,5,4,4,4,0,0,2.3,3.3,3.2,2.38,3.4,3.2
1596,E0,2011-10-16,Arsenal,Sunderland,2,1,H,1,1,D,H Webb,20,8,11,4,9,19,9,2,3,3,0,0,1.44,4.33,7.5,1.44,4.5,8.5
1597,E0,2011-10-16,Newcastle,Tottenham,2,2,D,0,1,A,L Probert,12,11,7,8,11,15,5,2,1,2,0,0,3.0,3.3,2.4,3.0,3.4,2.4
1598,E0,2011-10-16,West Brom,Wolves,2,0,H,1,0,H,C Foy,17,13,11,10,14,12,2,11,0,1,0,0,2.0,3.3,4.0,2.0,3.5,4.0
1599,E0,2011-10-22,Aston Villa,West Brom,1,2,A,1,1,D,P Dowd,3,8,0,5,11,8,3,8,2,3,1,0,2.0,3.3,4.0,2.05,3.3,4.0
1600,E0,2011-10-22,Bolton,Sunderland,0,2,A,0,0,D,M Jones,15,18,8,10,15,14,2,11,0,3,0,0,2.2,3.2,3.5,2.25,3.3,3.5
1601,E0,2011-10-22,Liverpool,Norwich,1,1,D,1,0,H,P Walton,25,12,15,10,6,8,10,3,0,1,0,0,1.29,5.5,11.0,1.3,5.5,12.0
1602,E0,2011-10-22,Newcastle,Wigan,1,0,H,0,0,D,N Swarbrick,13,12,10,5,7,22,7,3,3,2,0,0,1.57,3.8,6.5,1.57,4.0,6.5
1603,E0,2011-10-22,Wolves,Swansea,2,2,D,0,2,A,M Oliver,20,16,13,14,14,11,8,13,2,0,0,0,2.0,3.4,3.8,2.0,3.4,4.0
1604,E0,2011-10-23,Arsenal,Stoke,3,1,H,1,1,D,L Mason,9,5,5,2,9,13,10,1,0,2,0,0,1.53,4.0,6.5,1.57,4.0,7.0
1605,E0,2011-10-23,Blackburn,Tottenham,1,2,A,1,1,D,S Attwell,19,9,8,7,19,7,8,5,4,1,0,0,4.0,3.5,1.91,4.33,3.6,1.85
1606,E0,2011-10-23,Fulham,Everton,1,3,A,0,1,A,L Probert,15,11,8,7,12,8,5,1,3,1,0,0,2.25,3.25,3.3,2.38,3.2,3.3
1607,E0,2011-10-23,Man United,Man City,1,6,A,0,1,A,M Clattenburg,12,19,8,12,15,11,7,4,4,4,1,0,2.0,3.4,3.8,2.1,3.4,3.8
1608,E0,2011-10-23,QPR,Chelsea,1,0,H,1,0,H,C Foy,8,14,3,7,17,17,0,6,2,7,0,2,9.5,5.0,1.33,10.0,5.0,1.36
1609,E0,2011-10-29,Chelsea,Arsenal,3,5,A,2,1,H,A Marriner,12,13,10,8,7,18,3,2,2,3,0,0,1.62,4.0,5.5,1.62,4.0,6.0
1610,E0,2011-10-29,Everton,Man United,0,1,A,0,1,A,M Halsey,18,7,11,6,12,8,4,1,3,0,0,0,4.5,3.6,1.8,4.75,3.8,1.75
1611,E0,2011-10-29,Man City,Wolves,3,1,H,0,0,D,S Attwell,18,9,9,2,17,5,5,4,2,1,1,0,1.17,7.0,19.0,1.17,8.0,21.0
1612,E0,2011-10-29,Norwich,Blackburn,3,3,D,0,1,A,A Taylor,13,12,6,7,9,10,6,2,2,1,0,0,1.91,3.6,4.0,1.95,3.6,4.0
1613,E0,2011-10-29,Sunderland,Aston Villa,2,2,D,1,1,D,C Foy,13,10,8,5,7,13,5,6,1,3,0,0,2.1,3.3,3.6,2.15,3.3,3.75
1614,E0,2011-10-29,Swansea,Bolton,3,1,H,0,0,D,M Clattenburg,20,8,12,3,9,14,10,2,3,4,0,1,2.1,3.3,3.6,2.1,3.4,3.8
1615,E0,2011-10-29,West Brom,Liverpool,0,2,A,0,2,A,L Mason,10,17,6,7,12,9,3,10,1,0,0,0,4.0,3.3,2.0,4.0,3.4,2.05
1616,E0,2011-10-29,Wigan,Fulham,0,2,A,0,1,A,M Jones,18,7,9,5,17,14,9,0,2,5,0,0,2.88,3.25,2.5,3.12,3.3,2.5
1617,E0,2011-10-30,Tottenham,QPR,3,1,H,2,0,H,H Webb,22,12,13,8,12,14,4,8,0,0,0,0,1.36,4.75,9.0,1.4,5.0,9.0
1618,E0,2011-10-31,Stoke,Newcastle,1,3,A,0,2,A,M Dean,10,6,4,2,8,14,8,2,0,1,0,0,2.1,3.2,3.8,2.15,3.3,3.75
1619,E0,2011-11-05,Arsenal,West Brom,3,0,H,2,0,H,M Oliver,12,9,7,4,12,12,4,1,0,0,0,0,1.4,4.5,8.5,1.4,5.0,8.5
1620,E0,2011-11-05,Aston Villa,Norwich,3,2,H,1,1,D,K Friend,12,9,6,7,11,9,6,6,1,5,0,0,1.83,3.5,4.5,1.85,3.6,4.6
1621,E0,2011-11-05,Blackburn,Chelsea,0,1,A,0,0,D,M Dean,13,12,8,8,12,10,5,8,4,2,0,0,7.5,4.33,1.44,7.5,4.6,1.44
1622,E0,2011-11-05,Liverpool,Swansea,0,0,D,0,0,D,P Dowd,18,9,10,3,13,5,11,4,2,1,0,0,1.29,5.5,10.0,1.3,5.5,11.0
1623,E0,2011-11-05,Man United,Sunderland,1,0,H,1,0,H,L Mason,15,9,9,3,6,14,6,2,0,2,0,0,1.25,5.5,13.0,1.25,6.5,13.0
1624,E0,2011-11-05,Newcastle,Everton,2,1,H,2,1,H,A Marriner,10,14,6,6,12,15,5,3,2,3,0,0,2.25,3.25,3.3,2.3,3.4,3.3
1625,E0,2011-11-05,QPR,Man City,2,3,A,1,1,D,M Atkinson,18,16,9,8,5,14,3,1,1,1,0,0,10.0,5.0,1.33,10.0,5.0,1.36
1626,E0,2011-11-06,Bolton,Stoke,5,0,H,2,0,H,H Webb,20,9,16,6,10,9,12,4,0,1,0,0,2.4,3.3,3.0,2.4,3.3,3.2
1627,E0,2011-11-06,Fulham,Tottenham,1,3,A,0,2,A,P Walton,26,8,20,8,5,9,11,1,0,1,0,0,3.25,3.3,2.25,3.25,3.4,2.3
1628,E0,2011-11-06,Wolves,Wigan,3,1,H,1,1,D,L Probert,13,13,12,7,11,13,5,6,2,1,0,0,1.91,3.3,4.33,1.91,3.5,4.6
1629,E0,2011-11-19,Everton,Wolves,2,1,H,1,1,D,J Moss,13,4,9,1,14,13,9,1,1,2,0,0,1.57,3.75,6.5,1.62,3.8,7.0
1630,E0,2011-11-19,Man City,Newcastle,3,1,H,2,0,H,C Foy,12,10,9,7,10,7,4,5,0,0,0,0,1.3,5.5,10.0,1.3,5.5,11.0
1631,E0,2011-11-19,Norwich,Arsenal,1,2,A,1,1,D,P Dowd,7,20,4,14,11,9,1,6,3,0,0,0,5.5,3.6,1.67,5.5,3.8,1.7
1632,E0,2011-11-19,Stoke,QPR,2,3,A,1,2,A,M Jones,17,9,7,8,17,10,9,5,4,2,0,0,1.83,3.5,4.5,1.83,3.6,4.75
1633,E0,2011-11-19,Sunderland,Fulham,0,0,D,0,0,D,A Taylor,13,13,8,9,8,12,6,7,1,1,0,0,2.3,3.25,3.2,2.38,3.3,3.25
1634,E0,2011-11-19,Swansea,Man United,0,1,A,0,1,A,M Dean,9,13,6,7,6,9,6,2,0,1,0,0,6.5,4.2,1.5,7.5,4.2,1.5
1635,E0,2011-11-19,West Brom,Bolton,2,1,H,1,1,D,N Swarbrick,16,8,9,6,12,12,7,5,1,0,0,0,2.0,3.4,3.8,2.05,3.5,4.0
1636,E0,2011-11-19,Wigan,Blackburn,3,3,D,2,1,H,A Marriner,21,6,11,2,14,13,7,3,2,3,0,1,2.5,3.25,2.88,2.5,3.3,2.88
1637,E0,2011-11-20,Chelsea,Liverpool,1,2,A,0,1,A,L Probert,18,9,5,3,13,11,6,5,3,2,0,0,1.83,3.5,4.5,1.85,3.6,4.75
1638,E0,2011-11-21,Tottenham,Aston Villa,2,0,H,2,0,H,M Halsey,20,5,9,1,4,5,11,3,0,2,0,0,1.57,4.0,6.0,1.53,4.33,7.0
1639,E0,2011-11-26,Arsenal,Fulham,1,1,D,0,0,D,M Dean,20,10,12,6,9,7,13,4,1,3,0,0,1.44,4.2,8.0,1.44,4.4,8.0
1640,E0,2011-11-26,Bolton,Everton,0,2,A,0,0,D,M Oliver,8,17,7,14,9,10,2,4,1,1,1,0,3.1,3.25,2.38,3.12,3.3,2.38
1641,E0,2011-11-26,Chelsea,Wolves,3,0,H,3,0,H,L Mason,17,7,11,2,10,10,9,2,1,2,0,0,1.22,6.0,15.0,1.22,6.5,15.0
1642,E0,2011-11-26,Man United,Newcastle,1,1,D,0,0,D,M Jones,23,8,13,6,12,15,11,3,1,4,0,1,1.4,4.5,8.5,1.4,4.75,9.5
1643,E0,2011-11-26,Norwich,QPR,2,1,H,1,0,H,M Clattenburg,15,13,8,4,15,7,6,4,1,0,0,0,2.1,3.4,3.5,2.2,3.5,3.5
1644,E0,2011-11-26,Stoke,Blackburn,3,1,H,1,0,H,M Halsey,8,16,5,12,10,5,2,6,0,0,0,0,1.83,3.5,4.5,1.83,3.6,5.0
1645,E0,2011-11-26,Sunderland,Wigan,1,2,A,1,1,D,K Friend,17,7,11,4,12,13,3,2,3,1,0,0,1.67,3.6,5.5,1.7,3.8,5.5
1646,E0,2011-11-26,West Brom,Tottenham,1,3,A,1,1,D,L Probert,9,23,5,14,11,13,1,10,2,1,0,0,4.0,3.6,1.91,4.0,3.75,1.91
1647,E0,2011-11-27,Liverpool,Man City,1,1,D,1,1,D,M Atkinson,17,7,9,3,11,13,8,5,1,4,0,1,2.75,3.2,2.63,2.88,3.4,2.6
1648,E0,2011-11-27,Swansea,Aston Villa,0,0,D,0,0,D,N Swarbrick,6,9,2,4,9,17,4,6,3,4,0,0,2.2,3.25,3.4,2.25,3.4,3.4
1649,E0,2011-12-03,Aston Villa,Man United,0,1,A,0,1,A,L Probert,7,11,3,5,4,11,5,5,0,0,0,0,5.0,3.6,1.73,5.5,3.75,1.7
1650,E0,2011-12-03,Blackburn,Swansea,4,2,H,2,1,H,C Foy,14,10,9,5,12,13,3,4,1,1,0,1,2.1,3.4,3.5,2.2,3.4,3.5
1651,E0,2011-12-03,Man City,Norwich,5,1,H,1,0,H,H Webb,21,5,16,2,8,7,12,4,0,1,0,0,1.17,7.0,17.0,1.2,7.5,17.0
1652,E0,2011-12-03,Newcastle,Chelsea,0,3,A,0,1,A,M Dean,16,21,9,13,7,6,6,5,2,3,0,0,3.5,3.4,2.1,3.6,3.5,2.1
1653,E0,2011-12-03,QPR,West Brom,1,1,D,1,0,H,M Atkinson,14,15,4,10,7,9,3,5,0,3,0,0,2.25,3.3,3.25,2.25,3.4,3.4
1654,E0,2011-12-03,Tottenham,Bolton,3,0,H,1,0,H,S Attwell,25,13,16,9,10,5,7,6,0,2,0,1,1.3,5.0,12.0,1.3,5.0,12.0
1655,E0,2011-12-03,Wigan,Arsenal,0,4,A,0,2,A,M Clattenburg,7,16,4,10,8,12,4,5,3,2,0,0,6.0,4.0,1.57,6.5,4.0,1.57
1656,E0,2011-12-04,Everton,Stoke,0,1,A,0,1,A,L Mason,11,7,4,4,14,13,10,6,0,1,0,0,1.67,3.6,5.5,1.73,3.6,5.5
1657,E0,2011-12-04,Wolves,Sunderland,2,1,H,0,0,D,P Dowd,15,18,10,12,10,12,8,3,2,3,0,0,2.4,3.3,3.0,2.4,3.3,3.12
1658,E0,2011-12-05,Fulham,Liverpool,1,0,H,0,0,D,K Friend,19,17,13,9,12,9,2,10,3,1,0,1,3.5,3.4,2.1,3.5,3.4,2.2
1659,E0,2011-12-10,Arsenal,Everton,1,0,H,0,0,D,H Webb,12,7,7,1,7,14,7,4,2,2,0,0,1.53,4.0,6.5,1.57,4.2,6.5
1660,E0,2011-12-10,Bolton,Aston Villa,1,2,A,0,2,A,P Dowd,17,17,12,11,10,7,6,10,1,2,0,0,2.5,3.3,2.88,2.5,3.3,3.0
1661,E0,2011-12-10,Liverpool,QPR,1,0,H,0,0,D,L Mason,21,6,15,2,12,5,17,5,2,0,0,0,1.33,5.0,10.0,1.3,5.5,12.0
1662,E0,2011-12-10,Man United,Wolves,4,1,H,2,0,H,M Oliver,22,11,18,8,7,8,8,2,1,0,0,0,1.22,6.0,15.0,1.25,6.5,15.0
1663,E0,2011-12-10,Norwich,Newcastle,4,2,H,1,1,D,M Atkinson,13,11,11,8,9,8,7,2,3,2,0,1,2.4,3.4,2.88,2.4,3.4,3.0
1664,E0,2011-12-10,Swansea,Fulham,2,0,H,0,0,D,J Moss,16,12,8,7,8,7,6,5,1,1,0,0,2.63,3.25,2.75,2.62,3.25,2.88
1665,E0,2011-12-10,West Brom,Wigan,1,2,A,1,1,D,M Dean,13,7,8,4,9,7,13,2,1,1,0,0,1.67,3.8,5.25,1.7,3.8,5.5
1666,E0,2011-12-11,Stoke,Tottenham,2,1,H,2,0,H,C Foy,10,15,7,12,8,7,7,12,2,2,0,1,3.75,3.5,2.0,3.75,3.5,2.1
1667,E0,2011-12-11,Sunderland,Blackburn,2,1,H,0,1,A,P Walton,22,3,12,2,11,7,9,0,2,2,0,0,1.83,3.5,4.5,1.91,3.6,4.5
1668,E0,2011-12-12,Chelsea,Man City,2,1,H,1,1,D,M Clattenburg,13,7,7,4,11,18,5,1,4,2,0,1,2.4,3.3,3.0,2.4,3.5,3.0
1669,E0,2011-12-17,Blackburn,West Brom,1,2,A,0,0,D,M Clattenburg,17,13,14,6,7,10,3,7,1,1,0,0,2.38,3.3,3.0,2.4,3.5,3.0
1670,E0,2011-12-17,Everton,Norwich,1,1,D,0,1,A,L Probert,28,7,15,1,9,12,13,0,1,1,0,0,1.62,3.75,6.0,1.62,4.0,6.0
1671,E0,2011-12-17,Fulham,Bolton,2,0,H,2,0,H,C Foy,16,14,9,6,6,11,8,4,1,3,0,0,1.62,3.75,6.0,1.62,3.8,6.0
1672,E0,2011-12-17,Newcastle,Swansea,0,0,D,0,0,D,L Mason,17,3,6,0,11,11,9,1,1,1,0,0,1.8,3.6,4.5,1.83,3.6,5.0
1673,E0,2011-12-17,Wigan,Chelsea,1,1,D,0,0,D,M Atkinson,15,10,7,5,8,6,7,5,0,0,0,0,9.0,4.75,1.36,9.5,5.0,1.36
1674,E0,2011-12-17,Wolves,Stoke,1,2,A,1,0,H,A Taylor,10,8,5,4,8,11,7,5,2,4,0,0,2.5,3.25,2.88,2.5,3.3,3.0
1675,E0,2011-12-18,Aston Villa,Liverpool,0,2,A,0,2,A,P Walton,16,19,8,12,5,14,4,10,1,2,0,0,4.2,3.4,1.91,4.5,3.5,1.91
1676,E0,2011-12-18,Man City,Arsenal,1,0,H,0,0,D,P Dowd,15,12,9,8,13,10,4,6,2,3,0,0,1.73,3.75,4.5,1.7,3.8,5.4
1677,E0,2011-12-18,QPR,Man United,0,2,A,0,1,A,H Webb,11,19,3,12,5,7,5,10,1,2,0,0,7.5,4.33,1.44,7.5,4.5,1.5
1678,E0,2011-12-18,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,16,8,12,4,6,8,6,0,1,2,0,0,1.36,4.75,9.0,1.36,5.0,9.0
1679,E0,2011-12-20,Blackburn,Bolton,1,2,A,0,2,A,M Atkinson,17,8,7,5,10,7,5,9,3,0,0,0,2.1,3.4,3.5,2.15,3.4,3.6
1680,E0,2011-12-20,Wolves,Norwich,2,2,D,1,1,D,C Foy,18,18,9,14,5,11,4,6,2,2,0,0,2.0,3.5,3.75,2.05,3.5,3.8
1681,E0,2011-12-21,Aston Villa,Arsenal,1,2,A,0,1,A,J Moss,10,8,4,6,10,8,7,15,2,3,1,0,5.0,3.6,1.73,5.0,3.75,1.75
1682,E0,2011-12-21,Everton,Swansea,1,0,H,0,0,D,K Friend,13,4,6,4,8,13,9,2,1,2,0,0,1.57,3.75,6.5,1.62,3.8,7.0
1683,E0,2011-12-21,Fulham,Man United,0,5,A,0,3,A,M Halsey,13,14,8,12,7,8,3,10,1,0,0,0,5.0,3.6,1.73,5.4,3.8,1.73
1684,E0,2011-12-21,Man City,Stoke,3,0,H,2,0,H,M Dean,20,2,16,0,7,5,5,2,2,1,0,0,1.22,6.0,15.0,1.22,6.5,17.0
1685,E0,2011-12-21,Newcastle,West Brom,2,3,A,1,2,A,A Taylor,21,14,11,8,9,10,10,1,1,0,0,0,2.0,3.5,3.75,2.0,3.5,4.2
1686,E0,2011-12-21,QPR,Sunderland,2,3,A,0,1,A,A Marriner,17,17,9,13,10,11,8,11,2,2,0,0,2.5,3.3,2.88,2.5,3.3,3.0
1687,E0,2011-12-21,Wigan,Liverpool,0,0,D,0,0,D,M Oliver,15,18,10,10,16,12,7,14,1,2,0,0,7.0,4.0,1.5,7.5,4.0,1.53
1688,E0,2011-12-22,Tottenham,Chelsea,1,1,D,1,1,D,H Webb,16,20,10,10,14,8,7,4,2,2,0,0,2.6,3.4,2.7,2.6,3.5,2.75
1689,E0,2011-12-26,Bolton,Newcastle,0,2,A,0,0,D,P Walton,4,12,3,7,9,11,4,4,1,1,0,0,2.5,3.4,2.8,2.5,3.5,2.88
1690,E0,2011-12-26,Chelsea,Fulham,1,1,D,0,0,D,K Friend,24,9,15,6,10,12,9,3,1,1,0,0,1.3,5.0,12.0,1.3,5.0,12.0
1691,E0,2011-12-26,Liverpool,Blackburn,1,1,D,0,1,A,M Jones,28,5,13,2,5,15,9,2,1,0,0,0,1.25,5.5,13.0,1.25,6.0,15.0
1692,E0,2011-12-26,Man United,Wigan,5,0,H,2,0,H,P Dowd,17,9,9,5,12,10,10,2,2,1,0,1,1.14,7.5,21.0,1.17,8.0,21.0
1693,E0,2011-12-26,Stoke,Aston Villa,0,0,D,0,0,D,M Clattenburg,7,10,2,4,13,10,7,7,3,0,0,0,1.91,3.4,4.2,1.95,3.5,4.2
1694,E0,2011-12-26,Sunderland,Everton,1,1,D,1,0,H,H Webb,12,9,8,3,6,14,5,6,0,1,0,0,2.4,3.25,3.0,2.4,3.3,3.1
1695,E0,2011-12-26,West Brom,Man City,0,0,D,0,0,D,L Mason,7,18,3,9,8,8,5,9,0,1,0,0,7.0,4.5,1.44,8.0,4.6,1.44
1696,E0,2011-12-27,Arsenal,Wolves,1,1,D,1,1,D,S Attwell,23,6,17,4,3,12,13,3,2,3,0,1,1.22,6.0,15.0,1.22,6.0,15.0
1697,E0,2011-12-27,Norwich,Tottenham,0,2,A,0,0,D,M Oliver,8,19,4,8,7,6,3,10,1,1,0,0,4.5,3.6,1.8,4.5,3.75,1.83
1698,E0,2011-12-27,Swansea,QPR,1,1,D,1,0,H,L Probert,7,12,4,7,9,12,5,11,1,3,0,0,2.0,3.4,3.8,2.05,3.4,4.0
